GMID,Dataset,Facility Name,Address,數據集,設施名稱,地址,District,地區,Facility Type,設施種類,Opening Hours,開放時間,Telephone,聯絡電話,Fax Number,傳真號碼,Email Address,電郵地址,Website,網頁,Facility Details,設施詳情,Northing,Easting,Latitude,Longitude,Last Update
"vZojWkMW64","Squash Courts","Sai Kung Squash Courts","Wai Man Road, Sai Kung","壁球場","西貢壁球場","西貢惠民路","SAI KUNG","西貢","N.A.","N.A.","","","","","","","","","http://www.lcsd.gov.hk/en/facilities/facilitieslist/landsports/sportcentre.html","http://www.lcsd.gov.hk/tc/facilities/facilitieslist/landsports/sportcentre.html","N.A.","N.A.","827118.4","846370.5","22.38326","114.27497","2009-08-20 15:23:16"
"Xnd3NJTxIV","Squash Courts","Sai Wan Ho Sports Centre","2/F Sai Wan Ho Municipal Services Building, 111 Shau Kei Wan Road, Shaukiwan","壁球場","西灣河體育館","筲箕灣道111號西灣河市政大廈三樓","EASTERN","東區","BASKETBALL COURTS,BADMINTON COURTS,SQUASH COURTS,TABLE TENNIS TABLES,ACTIVITY ROOMS,DANCE ROOMS","籃球場,羽毛球場,壁球場,乒乓球檯,活動室,舞蹈室","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","http://www.lcsd.gov.hk/en/facilities/facilitieslist/landsports/sportcentre.html","http://www.lcsd.gov.hk/tc/facilities/facilitieslist/landsports/sportcentre.html","N.A.","N.A.","815909.0","840993.0","22.28205","114.22272","2010-10-06 16:09:05"
"dELDdj3eQ3","Squash Courts","Sha Tin Jockey Club Public Squash Courts","12 Yuen Wo Road, Sha Tin","壁球場","沙田賽馬會公眾壁球場","沙田源和路12號","SHA TIN","沙田","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","http://www.lcsd.gov.hk/en/facilities/facilitieslist/landsports/sportcentre.html","http://www.lcsd.gov.hk/tc/facilities/facilitieslist/landsports/sportcentre.html","N.A.","N.A.","827277.2","838023.2","22.38472","114.19392","2009-08-21 11:35:35"
"RPCYeFHeZa","Squash Courts","Shek Tong Tsui Sports Centre","5/F Shek Tong Tsui Municipal Services Building, 470 Queen's Road West","壁球場","石瑭咀體育館","皇后大道西470號石瑭咀市政大廈5樓","CENTRAL AND WESTERN","中西區","BASKETBALL COURTS,VOLLEYBALL COURTS,BADMINTON COURTS,SQUASH COURTS,TABLE TENNIS TABLES,ACTIVITY ROOMS,FITNESS ROOMS,DANCE ROOMS,CHILDREN'S PLAY ROOMS","籃球場,排球場,羽毛球場,壁球場,乒乓球檯,活動室,健身室,舞蹈室,兒童遊戲室","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","http://www.lcsd.gov.hk/en/facilities/facilitieslist/landsports/sportcentre.html","http://www.lcsd.gov.hk/tc/facilities/facilitieslist/landsports/sportcentre.html","N.A.","N.A.","816315.0","832061.0","22.28572","114.13605","2018-12-03 11:54:03"
"GMT9taCJKG","Squash Courts","Sheung Wan Sports Centre","11/F Sheung Wan Municipal Services Building, 345 Queen's Road Central","壁球場","上環體育館","上環皇后大道中345號上環市政大廈11樓","CENTRAL AND WESTERN","中西區","BASKETBALL COURTS,VOLLEYBALL COURTS,BADMINTON COURTS,SQUASH COURTS,TABLE TENNIS TABLES,ACTIVITY ROOMS,FITNESS ROOMS,DANCE ROOMS","籃球場,排球場,羽毛球場,壁球場,乒乓球檯,活動室,健身室,舞蹈室","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","http://www.lcsd.gov.hk/en/facilities/facilitieslist/landsports/sportcentre.html","http://www.lcsd.gov.hk/tc/facilities/facilitieslist/landsports/sportcentre.html","N.A.","N.A.","816346.0","833460.0","22.286","114.14963","2018-12-03 11:54:03"
"FOoc6KrkiV","Squash Courts","Shui Wo Street Sports Centre","8/F & 9/F,Shui Wo Street Municipal Services Building,9 Shui Wo Street, Kwun Tong,Kowloon.","壁球場","瑞和街體育館","觀塘瑞和街9號瑞和市政大廈8樓及9樓","KWUN TONG","觀塘","BASKETBALL COURTS,VOLLEYBALL COURTS,BADMINTON COURTS,SQUASH COURTS,TABLE TENNIS TABLES,ACTIVITY ROOMS","籃球場,排球場,羽毛球場,壁球場,乒乓球檯,活動室","","","","","","","","","http://www.lcsd.gov.hk/en/facilities/facilitieslist/landsports/sportcentre.html","http://www.lcsd.gov.hk/tc/facilities/facilitieslist/landsports/sportcentre.html","N.A.","N.A.","819631.0","841152.0","22.31566","114.22428","2010-01-13 18:46:52"
"kUp9po8NdI","Squash Courts","Shun Lee Tsuen Sports Centre","Shun Lee Tsuen Road, Kwun Tong","壁球場","順利邨體育館","觀塘順利邨道","KWUN TONG","觀塘","BASKETBALL COURTS,NETBALL COURTS,BADMINTON COURTS,GYMNASTICS TRAINING HALL,FITNESS ROOMS,DANCE ROOMS,TABLE TENNIS TABLES,SQUASH COURTS,ACTIVITY ROOMS,GOLF FACILITIES,SPORTS CLIMBING FACILITIES,CHILDREN'S PLAY ROOMS","籃球場,投球場,羽毛球場,體操訓練場,健身室,舞蹈室,乒乓球檯,壁球場,活動室,高爾夫球設施,運動攀登設施,兒童遊戲室","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","http://www.lcsd.gov.hk/en/facilities/facilitieslist/landsports/sportcentre.html","http://www.lcsd.gov.hk/tc/facilities/facilitieslist/landsports/sportcentre.html","N.A.","N.A.","821184.0","841271.0","22.32969","114.22544","2010-01-13 18:39:29"
"0IC7NmsgSj","Squash Courts","Siu Lek Yuen Road Playground","Siu Lek Yuen Road, Sha Tin","壁球場","小瀝源路遊樂場","沙田小瀝源路","SHA TIN","沙田","BOWLING GREENS, TENNIS COURTS, SQUASH COURTS, CYCLING TRACKS/GROUNDS","草地滾球場, 網球場, 壁球場, 單車徑/場","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","http://www.lcsd.gov.hk/en/facilities/facilitieslist.html","http://www.lcsd.gov.hk/tc/facilities/facilitieslist.html","N.A.","N.A.","827647.0","839145.0","22.38806","114.20481","2009-10-29 17:34:06"
"GmqL1kydga","Squash Courts","Smithfield Sports Centre","4/F, Smithfield Municipal Services Building, 12K Smithfield Road, Kennedy Town, Western","壁球場","士美非路體育館","西區士美非路12K士美非路市政大廈4樓","CENTRAL AND WESTERN","中西區","BASKETBALL COURTS,VOLLEYBALL COURTS,BADMINTON COURTS,FITNESS ROOMS,DANCE ROOMS,ACTIVITY ROOMS,TABLE TENNIS TABLES,SQUASH COURTS,AMERICAN POOL TABLES,CHILDREN'S PLAY ROOMS","籃球場,排球場,羽毛球場,健身室,舞蹈室,活動室,乒乓球檯,壁球場,美式桌球檯,兒童遊戲室","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","http://www.lcsd.gov.hk/en/facilities/facilitieslist/landsports/sportcentre.html","http://www.lcsd.gov.hk/tc/facilities/facilitieslist/landsports/sportcentre.html","N.A.","N.A.","815897.0","831297.0","22.28194","114.12864","2018-12-03 11:54:02"
"vx49I0ELOm","Squash Courts","Sun Yat Sen Memorial Park Sports Centre","18 Eastern Street North, Sai Ying Pun","壁球場","中山紀念公園體育館","西營盤東邊街北18號","CENTRAL AND WESTERN","中西區","BASKETBALL COURTS,VOLLEYBALL COURTS,NETBALL COURTS,BADMINTON COURTS,HANDBALL COURTS,FITNESS ROOMS,DANCE ROOMS,SQUASH COURTS,ACTIVITY ROOMS, TABLE TENNIS TABLES, CHILDREN'S PLAY ROOMS","籃球場,排球場,投球場,羽毛球場,手球場,健身室,舞蹈室,壁球場,活動室,乒乓球檯,兒童遊戲室","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","http://www.lcsd.gov.hk/en/facilities/facilitieslist/landsports/sportcentre.html","http://www.lcsd.gov.hk/tc/facilities/facilitieslist/landsports/sportcentre.html","N.A.","N.A.","816808.0","832828.0","22.29017","114.14349","2018-12-03 11:54:02"
"F2yrtLLjXO","Squash Courts","Tai Hing Sports Centre","38 Tsing Chung Koon Road, Tuen Mun","壁球場","大興體育館","屯門青松觀路38號","TUEN MUN","屯門","BASKETBALL COURTS,VOLLEYBALL COURTS,NETBALL COURTS,BADMINTON COURTS,SQUASH COURTS,TABLE TENNIS TABLES,ACTIVITY ROOMS,DANCE ROOMS,FITNESS ROOMS","籃球場,排球場,投球場,羽毛球場,壁球場,乒乓球檯,活動室,舞蹈室,健身室","","","","","","","","","http://www.lcsd.gov.hk/en/facilities/facilitieslist/landsports/sportcentre.html","http://www.lcsd.gov.hk/tc/facilities/facilitieslist/landsports/sportcentre.html","N.A.","N.A.","829358.0","815282.9","22.40338","113.97307","2010-01-13 18:47:05"
"Vv1lMZlltq","Squash Courts","Tai Kiu Market Squash Courts","2 Kiu Lok Square, Yuen Long","壁球場","大橋街市壁球場","元朗橋樂坊2號","YUEN LONG","元朗","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","http://www.lcsd.gov.hk/en/facilities/facilitieslist/landsports/sportcentre.html","http://www.lcsd.gov.hk/tc/facilities/facilitieslist/landsports/sportcentre.html","N.A.","N.A.","833979.6","820883.1","22.44518","114.02741","2009-08-21 11:33:32"
"fqPlVbs4pZ","Squash Courts","Tai Po Sports Centre","13 Ting Tai Road, Tai Po","壁球場","大埔體育館","大埔汀太路13號","TAI PO","大埔","BASKETBALL COURTS,VOLLEYBALL COURTS,BADMINTON COURTS,SQUASH COURTS,TABLE TENNIS TABLES,ACTIVITY ROOMS,FITNESS ROOMS,DANCE ROOMS","籃球場,排球場,羽毛球場,壁球場,乒乓球檯,活動室,健身室,舞蹈室","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","http://www.lcsd.gov.hk/en/facilities/facilitieslist/landsports/sportcentre.html","http://www.lcsd.gov.hk/tc/facilities/facilitieslist/landsports/sportcentre.html","N.A.","N.A.","835097.0","835035.0","22.45534","114.1649","2010-01-13 18:42:38"
"tsvJCLIRsy","Squash Courts","Tai Po Sports Ground Squash and Tennis Centre","21, Tai Po Tau Road","壁球場","大埔運動場壁球及網球中心","大埔頭路 21 號","TAI PO","大埔","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","http://www.lcsd.gov.hk/en/facilities/facilitieslist.html","http://www.lcsd.gov.hk/tc/facilities/facilitieslist.html","N.A.","N.A.","835146.0","834658.0","22.45578","114.16123","2009-10-29 18:31:44"
"3FeNLYvXCy","Squash Courts","Tai Wo Hau Sports Centre","39 Tai Ha Street, Tai Wo Hau, Kwai Chung","壁球場","大窩口體育館","葵涌大窩口大廈街39號","KWAI TSING","葵青","BASKETBALL COURTS,VOLLEYBALL COURTS,BADMINTON COURTS,SQUASH COURTS,TABLE TENNIS TABLES,ACTIVITY ROOMS,FITNESS ROOMS","籃球場,排球場,羽毛球場,壁球場,乒乓球檯,活動室,健身室","","","","","","","","","http://www.lcsd.gov.hk/en/facilities/facilitieslist/landsports/sportcentre.html","http://www.lcsd.gov.hk/tc/facilities/facilitieslist/landsports/sportcentre.html","N.A.","N.A.","825670.1","830920.2","22.3702","114.12495","2010-01-13 18:47:19"
"GTuuq81NTF","Squash Courts","Tai Wo Sports Centre","Podium Level, Tai Wo Shopping Centre, Tai Wo Estate, Tai Po","壁球場","太和體育館","大埔太和邨太和商場平台","TAI PO","大埔","BASKETBALL COURTS,VOLLEYBALL COURTS,BADMINTON COURTS,SQUASH COURTS,TABLE TENNIS TABLES,ACTIVITY ROOMS,FITNESS ROOMS","籃球場,排球場,羽毛球場,壁球場,乒乓球檯,活動室,健身室","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","http://www.lcsd.gov.hk/en/facilities/facilitieslist/landsports/sportcentre.html","http://www.lcsd.gov.hk/tc/facilities/facilitieslist/landsports/sportcentre.html","N.A.","N.A.","834617.0","834591.0","22.451","114.16058","2010-01-13 18:44:57"
"Y4Fq1FJuTb","Squash Courts","The Jockey Club Tuen Mun Butterfly Beach Sports Centre","Wu Shan Road, Tuen Mun","壁球場","賽馬會屯門蝴蝶灣體育館","屯門湖山道","TUEN MUN","屯門","BASKETBALL COURTS,VOLLEYBALL COURTS,BADMINTON COURTS,SQUASH COURTS,TABLE TENNIS TABLES,ACTIVITY ROOMS,FITNESS ROOMS,DANCE ROOMS","籃球場,排球場,羽毛球場,壁球場,乒乓球檯,活動室,健身室,舞蹈室","","","","","","","","","http://www.lcsd.gov.hk/en/facilities/facilitieslist/landsports/sportcentre.html","http://www.lcsd.gov.hk/tc/facilities/facilitieslist/landsports/sportcentre.html","N.A.","N.A.","826625.0","814417.0","22.37869","113.9647","2010-01-13 18:39:07"
"Ut6jiYpSXV","Squash Courts","Tin Ping Sports Centre","3/F., Tin Ping Estate Shopping Centre, Tin Ping Estate, North","壁球場","天平體育館","上水天平邨天平購物中心3樓","NORTH","北區","BASKETBALL COURTS,VOLLEYBALL COURTS,BADMINTON COURTS,SQUASH COURTS,TABLE TENNIS TABLES,ACTIVITY ROOMS,FITNESS ROOMS","籃球場,排球場,羽毛球場,壁球場,乒乓球檯,活動室,健身室","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","http://www.lcsd.gov.hk/en/facilities/facilitieslist/landsports/sportcentre.html","http://www.lcsd.gov.hk/tc/facilities/facilitieslist/landsports/sportcentre.html","N.A.","N.A.","840411.0","831820.0","22.50332","114.13365","2010-01-13 18:42:16"
"s82ZhTsvAe","Squash Courts","Tin Shui Wai Sports Centre","1 Tin Pak Road, Tin Shui Wai, Yuen Long","壁球場","天水圍體育館","元朗天水圍天柏路1號","YUEN LONG","元朗","BASKETBALL COURTS,VOLLEYBALL COURTS,BADMINTON COURTS,SQUASH COURTS,ACTIVITY ROOMS,FITNESS ROOMS,DANCE ROOMS","籃球場,排球場,羽毛球場,壁球場,活動室,健身室,舞蹈室","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","http://www.lcsd.gov.hk/en/facilities/facilitieslist/landsports/sportcentre.html","http://www.lcsd.gov.hk/tc/facilities/facilitieslist/landsports/sportcentre.html","N.A.","N.A.","835071.0","818736.0","22.45501","114.00654","2010-01-13 18:46:02"
"4Sk1jN8EAV","Squash Courts","To Kwa Wan Sports Centre","66 Ha Heung Road, To Kwa Wan","壁球場","土瓜灣體育館","土瓜灣下鄉道66號","KOWLOON CITY","九龍城","BASKETBALL COURTS,VOLLEYBALL COURTS,NETBALL COURTS,BADMINTON COURTS,ACTIVITY ROOMS,SQUASH COURTS,TABLE TENNIS TABLES,FITNESS ROOMS","籃球場,排球場,投球場,羽毛球場,活動室,壁球場,乒乓球檯,健身室","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","http://www.lcsd.gov.hk/en/facilities/facilitieslist/landsports/sportcentre.html","http://www.lcsd.gov.hk/tc/facilities/facilitieslist/landsports/sportcentre.html","N.A.","N.A.","819983.0","837633.0","22.31885","114.19012","2010-01-13 18:47:47"
"oJ7gIWYsqo","Squash Courts","Tseung Kwan O Sports Centre","9 Wan Lung Road, Tseung Kwan O, Sai Kung","壁球場","將軍澳體育館","西貢將軍澳運隆路9號","SAI KUNG","西貢","BASKETBALL COURTS,VOLLEYBALL COURTS,BADMINTON COURTS,SQUASH COURTS,TABLE TENNIS TABLES,ACTIVITY ROOMS,FITNESS ROOMS","籃球場,排球場,羽毛球場,壁球場,乒乓球檯,活動室,健身室","","","","","","","","","http://www.lcsd.gov.hk/en/facilities/facilitieslist/landsports/sportcentre.html","http://www.lcsd.gov.hk/tc/facilities/facilitieslist/landsports/sportcentre.html","N.A.","N.A.","819792.0","844794.0","22.3171","114.25963","2010-01-13 18:38:43"
"6kKCJuGvX9","Squash Courts","Tsing Yi Sports Centre","2/F, Tsing Yi Municipal Services Building, 38 Tsing Luk Street, Tsing Yi","壁球場","青衣體育館","青衣青綠街38號青衣市政大廈2樓","KWAI TSING","葵青","BASKETBALL COURTS,VOLLEYBALL COURTS,BADMINTON COURTS,SQUASH COURTS,TABLE TENNIS TABLES,ACTIVITY ROOMS,FITNESS ROOMS,DANCE ROOMS","籃球場,排球場,羽毛球場,壁球場,乒乓球檯,活動室,健身室,舞蹈室","","","","","","","","","http://www.lcsd.gov.hk/en/facilities/facilitieslist/landsports/sportcentre.html","http://www.lcsd.gov.hk/tc/facilities/facilitieslist/landsports/sportcentre.html","N.A.","N.A.","823899.9","829020.0","22.35421","114.10651","2010-01-13 18:45:42"
"MfzSmEq1q4","Squash Courts","Tsuen King Circuit Sports Centre","38 Mei Wan Street, Tsuen King Circuit, Tsuen Wan","壁球場","荃景圍體育館","荃灣荃景圍美環街38號","TSUEN WAN","荃灣","BASKETBALL COURTS,VOLLEYBALL COURTS,BADMINTON COURTS,SQUASH COURTS,ACTIVITY ROOMS","籃球場,排球場,羽毛球場,壁球場,活動室","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","http://www.lcsd.gov.hk/en/facilities/facilitieslist/landsports/sportcentre.html","http://www.lcsd.gov.hk/tc/facilities/facilitieslist/landsports/sportcentre.html","N.A.","N.A.","826498.0","829509.0","22.37767","114.11124","2017-05-08 11:59:34"
"1m8aWUApNi","Squash Courts","Tsuen Wan West Sports Centre","68 Hoi On Road, Tsuen Wan","壁球場","荃灣西約體育館","荃灣海安路68號","TSUEN WAN","荃灣","BASKETBALL COURTS,VOLLEYBALL COURTS,BADMINTON COURTS,SQUASH COURTS,TABLE TENNIS TABLES,ACTIVITY ROOMS,FITNESS ROOMS","籃球場,排球場,羽毛球場,壁球場,乒乓球檯,活動室,健身室","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","http://www.lcsd.gov.hk/en/facilities/facilitieslist/landsports/sportcentre.html","http://www.lcsd.gov.hk/tc/facilities/facilitieslist/landsports/sportcentre.html","N.A.","N.A.","825702.0","828403.0","22.37048","114.10051","2010-01-13 18:41:55"
"uLu7BSox9C","Squash Courts","Tsui Lam Sports Centre","Tsui Lam Estate, Sai Kung","壁球場","翠林體育館","西貢將軍澳翠林邨","SAI KUNG","西貢","BASKETBALL COURTS,VOLLEYBALL COURTS,BADMINTON COURTS,SQUASH COURTS,TABLE TENNIS TABLES,ACTIVITY ROOMS,FITNESS ROOMS","籃球場,排球場,羽毛球場,壁球場,乒乓球檯,活動室,健身室","","","","","","","","","http://www.lcsd.gov.hk/en/facilities/facilitieslist/landsports/sportcentre.html","http://www.lcsd.gov.hk/tc/facilities/facilitieslist/landsports/sportcentre.html","N.A.","N.A.","820359.0","843754.0","22.32223","114.24953","2010-01-13 18:45:57"
"ylouV0KLce","Squash Courts","Tuen Mun Swimming Pool Squash Courts","Hoi Wong Road, Tuen Mun","壁球場","屯門游泳池壁球場","屯門海皇路","TUEN MUN","屯門","N.A.","N.A.","","","","","","","","","http://www.lcsd.gov.hk/en/facilities/facilitieslist/landsports/sportcentre.html","http://www.lcsd.gov.hk/tc/facilities/facilitieslist/landsports/sportcentre.html","N.A.","N.A.","827166.3","814977.1","22.38359","113.97013","2009-11-26 14:21:23"
"UioMm8tCCe","Squash Courts","Wai Tsuen Sports Centre","6 Miu Kong Street, Tsuen Wan","壁球場","蕙荃體育館","荃灣廟崗街6號","TSUEN WAN","荃灣","BASKETBALL COURTS,VOLLEYBALL COURTS,BADMINTON COURTS,SQUASH COURTS,TABLE TENNIS TABLES,ACTIVITY ROOMS,FITNESS ROOMS","籃球場,排球場,羽毛球場,壁球場,乒乓球檯,活動室,健身室","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","http://www.lcsd.gov.hk/en/facilities/facilitieslist/landsports/sportcentre.html","http://www.lcsd.gov.hk/tc/facilities/facilitieslist/landsports/sportcentre.html","N.A.","N.A.","825905.0","830667.0","22.37232","114.12249","2010-01-13 18:48:21"
"9r9fhG3Vwe","Squash Courts","Wo Hing Sports Centre","8 Wo Ming Lane, Fanling","壁球場","和興體育館","粉嶺和明里8號","NORTH","北區","BASKETBALL COURTS,VOLLEYBALL COURTS,BADMINTON COURTS,TENNIS COURTS,ACTIVITY ROOMS,FITNESS ROOMS,SQUASH COURTS,TABLE TENNIS TABLES,AMERICAN POOL TABLES","籃球場,排球場,羽毛球場,網球場,活動室,健身室,壁球場,乒乓球檯,美式桌球檯","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","http://www.lcsd.gov.hk/en/facilities/facilitieslist/landsports/sportcentre.html","http://www.lcsd.gov.hk/tc/facilities/facilitieslist/landsports/sportcentre.html","N.A.","N.A.","838355.0","832796.0","22.48475","114.14314","2010-01-13 18:41:45"
"135zl6wZho","Squash Courts","Wong Nai Chung Sports Centre","4/F,Wong Nai Chung Municipal Services Building, 2 Yuk Sau Street, Happy Valley","壁球場","黃泥涌體育館","跑馬地毓秀街2號黃泥涌市政大廈4字樓","WAN CHAI","灣仔","BASKETBALL COURTS,VOLLEYBALL COURTS,BADMINTON COURTS,SQUASH COURTS,TABLE TENNIS TABLES,ACTIVITY ROOMS,CHILDREN'S PLAY ROOMS","籃球場,排球場,羽毛球場,壁球場,乒乓球檯,活動室,兒童遊戲室","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","http://www.lcsd.gov.hk/en/facilities/facilitieslist/landsports/sportcentre.html","http://www.lcsd.gov.hk/tc/facilities/facilitieslist/landsports/sportcentre.html","N.A.","N.A.","814457.0","837183.0","22.26895","114.18575","2010-01-13 18:43:18"
"3WuK7QCTur","Squash Courts","Yau Oi Sports Centre","3 Hing On Lane, Tuen Mun","壁球場","友愛體育館","屯門興安里3號","TUEN MUN","屯門","BASKETBALL COURTS,VOLLEYBALL COURTS,NETBALL COURTS,BADMINTON COURTS,SQUASH COURTS,TABLE TENNIS TABLES,ACTIVITY ROOMS,FITNESS ROOMS","籃球場,排球場,投球場,羽毛球場,壁球場,乒乓球檯,活動室,健身室","","","","","","","","","http://www.lcsd.gov.hk/en/facilities/facilitieslist/landsports/sportcentre.html","http://www.lcsd.gov.hk/tc/facilities/facilitieslist/landsports/sportcentre.html","N.A.","N.A.","827373.5","815149.4","22.38546","113.9718","2010-01-13 18:45:19"
"NRKmwY0FTv","Squash Courts","Yeung Uk Road Sports Centre","4/F Yeung Uk Road Municipal Services Building, 45 Yeung Uk Road, Tsuen Wan","壁球場","楊屋道體育館","荃灣楊屋道45號楊屋道市政大廈四樓","TSUEN WAN","荃灣","BASKETBALL COURTS,VOLLEYBALL COURTS,BADMINTON COURTS,SQUASH COURTS,TABLE TENNIS TABLES,ACTIVITY ROOMS,FITNESS ROOMS","籃球場,排球場,羽毛球場,壁球場,乒乓球檯,活動室,健身室","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","http://www.lcsd.gov.hk/en/facilities/facilitieslist/landsports/sportcentre.html","http://www.lcsd.gov.hk/tc/facilities/facilitieslist/landsports/sportcentre.html","N.A.","N.A.","825537.0","829846.0","22.36899","114.11452","2010-01-13 18:41:10"
"9n7b96imTj","Squash Courts","Yuen Long Jockey Club Squash Courts","32 Kin Tak Street, Yuen Long","壁球場","元朗賽馬會壁球場","元朗建德街32號","YUEN LONG","元朗","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","http://www.lcsd.gov.hk/en/facilities/facilitieslist/landsports/sportcentre.html","http://www.lcsd.gov.hk/tc/facilities/facilitieslist/landsports/sportcentre.html","N.A.","N.A.","833504.0","821162.0","22.44088","114.03013","2009-08-20 16:51:10"
"lZMFgf02Pk","Squash Courts","Yuen Long Sir Denys Roberts Squash Court","1 Ping Fai Path, Ping Wui Street, Yuen Long","壁球場","元朗羅弼時爵士壁球場","元朗屏會街屏輝徑1號","YUEN LONG","元朗","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","http://www.lcsd.gov.hk/en/facilities/facilitieslist/landsports/sportcentre.html","http://www.lcsd.gov.hk/tc/facilities/facilitieslist/landsports/sportcentre.html","N.A.","N.A.","834170.0","820391.0","22.44689","114.02263","2019-01-29 14:22:03"
"tyMJ15v7En","Squash Courts","Yuen Wo Road Sports Centre","4 Yuen Wo Road, Sha Tin","壁球場","源禾路體育館","沙田源禾路4號","SHA TIN","沙田","BASKETBALL COURTS,VOLLEYBALL COURTS,NETBALL COURTS,BADMINTON COURTS,SQUASH COURTS,TABLE TENNIS TABLES,ACTIVITY ROOMS,FITNESS ROOMS","籃球場,排球場,投球場,羽毛球場,壁球場,乒乓球檯,活動室,健身室","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","http://www.lcsd.gov.hk/en/facilities/facilitieslist/landsports/sportcentre.html","http://www.lcsd.gov.hk/tc/facilities/facilitieslist/landsports/sportcentre.html","N.A.","N.A.","827080.0","837884.0","22.38294","114.19257","2010-01-13 18:45:10"
